buf_id,segment_index,memory_type,size,acquire_node,release_node,acquire_position,release_position,offset,created_by_spill
348,1,UB,2,1849,1492,1707,1712,904,1
507,0,UB,2,1007,1651,1710,1715,906,0
508,0,UB,2,1009,1652,1713,1732,904,0
509,0,UB,2,1011,1653,1716,1722,906,0
510,0,UB,2,1013,1654,1720,1758,896,0
512,0,UB,2,1017,1656,1723,1762,902,0
525,0,UB,128,1043,1669,1726,1740,640,0
526,0,UB,128,1045,1670,1729,1748,512,0
522,0,UB,128,1036,1666,1733,1739,0,0
521,1,UB,128,1823,1665,1734,1736,128,1
527,0,UB,128,1047,1671,1737,1769,128,0
524,0,UB,128,1040,1668,1741,1747,0,0
523,1,UB,128,1821,1667,1742,1744,640,1
528,0,UB,128,1049,1672,1745,1774,640,0
504,0,UB,2,1002,1648,1749,1757,898,0
505,0,UB,16,1003,1649,1750,1754,910,0
503,1,UB,128,1819,1647,1751,1753,0,1
511,0,UB,2,1015,1655,1755,1761,904,0
513,0,UB,2,1019,1657,1759,1766,906,0
529,0,UB,2,1051,1673,1764,1775,896,0
530,0,UB,128,1053,1674,1767,1771,0,0
531,0,UB,128,1055,1675,1772,1777,0,0
539,0,UB,2,1076,1683,1778,1795,896,0
540,0,UB,16,1077,1684,1779,1782,910,0
538,1,UB,128,1833,1682,1780,1783,0,1
546,0,UB,2,1088,1690,1784,1796,898,0
547,0,UB,2,1090,1691,1787,1792,902,0
548,0,UB,2,1092,1692,1790,1810,904,0
549,0,UB,2,1094,1693,1793,1799,902,0
550,0,UB,2,1096,1694,1797,1836,896,0
552,0,UB,2,1100,1696,1800,1840,898,0
565,0,UB,128,1126,1709,1803,1818,0,0
566,0,UB,128,1128,1710,1806,1826,128,0
407,1,UB,128,1855,1551,1807,1809,256,1
562,0,UB,128,1119,1706,1811,1817,256,0
561,1,UB,128,1831,1705,1812,1814,384,1
567,0,UB,128,1130,1711,1815,1847,384,0
564,0,UB,128,1123,1708,1819,1825,0,0
563,1,UB,128,1829,1707,1820,1822,256,1
568,0,UB,128,1132,1712,1823,1852,256,0
544,0,UB,2,1085,1688,1827,1835,900,0
545,0,UB,16,1086,1689,1828,1832,902,0
543,1,UB,128,1827,1687,1829,1831,0,1
551,0,UB,2,1098,1695,1833,1839,902,0
553,0,UB,2,1102,1697,1837,1844,900,0
569,0,UB,2,1134,1713,1842,1853,902,0
570,0,UB,128,1136,1714,1845,1849,0,0
571,0,UB,128,1138,1715,1850,1855,0,0
